Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet
Negative,0.908,1575831645126549505,0.908029,0.06790842,0.024062553,"🇷🇺🇺🇦 FLASH | Vladimir #Poutine accuse les anglo-saxons (États-Unis) d’avoir saboté les gazoducs #Nordstream en ayant organisé les explosions, et d’en profiter.

(Le Parisien) #RussieUkraine https://t.co/BCSFILtB9o",2022-09-30 12:55:16
Positive,0.541,1575826924349411328,0.14909427,0.30997372,0.540932,"🇷🇺🇺🇦 FLASH | La #Russie est prête à négocier avec l’#Ukraine et appelle Kiev à stopper les combats, déclare Vladimir #Poutine.

(Franceinfo) #RussieUkraine",2022-09-30 12:36:30
Neutral,0.415,1575824707059867651,0.19986121,0.41526827,0.3848705,"🇷🇺🇺🇦 FLASH | Vladimir #Poutine reconnaît officiellement l’annexion des 4 régions ukrainiennes de #Kherson, #Zaporijia, #Donetsk et #Lougansk, et annonce qu’elles seront défendues par ""tous les moyens à disposition"".

(BFMTV) #RussieUkraine",2022-09-30 12:27:42
Negative,0.902,1575805929127288839,0.9015548,0.081109904,0.017335434,"🇫🇷 FLASH | Un jeune homme de 18 ans a été retrouvé mort et calciné à #SaintHerblain, près de #Nantes. Il aurait également une blessure par balle au front. Le corps a pu être identifié.

(Ouest-France) #Drame",2022-09-30 11:13:05
Negative,0.534,1575785387397636100,0.53400624,0.31339654,0.1525973,"🇧🇷 FLASH | Au #Brésil, un couple est activement recherché les autorités brésiliennes pour avoir teint l’eau d’une #cascade en bleu pour annoncer le sexe de leur #bébé.

(BFMTV) #BétiseHumaine 
https://t.co/U0JHaO3fm3",2022-09-30 09:51:27
Negative,0.956,1575779987805700096,0.9561123,0.029168399,0.014719191,"🇫🇷 Adieu #Camaieu ! La marque de vêtements ferme définitivement ses portes. 

À la suite d'une mise en #liquidation judiciaire, l'enseigne qui se maintient depuis 38 ans va cesser d'exister :  https://t.co/iIUxMCGCF7",2022-09-30 09:30:00
Negative,0.666,1575774467145568258,0.6659289,0.24768867,0.08638237,"RT @CerfiaFoot: 🤯 Selon un courtier britannique, les clubs des 5 grands championnats ont versé plus de 610M€ à des joueurs blessés la saiso…",2022-09-30 09:08:04
Negative,0.919,1575770424218198018,0.9190969,0.058015767,0.022887211,"🇫🇷 FLASH | Des #émeutes ont éclaté cette nuit à #Rennes, suite à des confrontations entre police et jeunes manifestants, à base de mortiers et lacrymos. Un policier a été légèrement blessé, et quatre personnes sont en garde à vue.

(BFMTV) #Manifestation

https://t.co/Bb9GeDdllL",2022-09-30 08:52:00
Positive,0.53,1575766715773992960,0.2703737,0.19988436,0.5297419,"🇫🇷 FLASH | L’État vient de valider une #aide de plus de 200 millions d’#euros afin de désenclaver les quartiers nord de #Marseille. 
Cette aide financera principalement les lignes de transport en commun pour relier ces quartiers au centre-ville. 

(LeMonde) #Politique",2022-09-30 08:37:16
Negative,0.925,1575732908987400194,0.9248799,0.051772702,0.023347288,"🇫🇷 FLASH | À #Paris, une propriétaire d’un logement de 5m2 a attaqué son locataire en justice pour des loyers impayés, alors que ce dernier avait subi un grave #accident et était hospitalisé.  

(Le Parisien) #FaitsDivers 

1/2",2022-09-30 06:22:55
Negative,0.891,1575598795651522563,0.89054775,0.078434624,0.031017693,"⚽️🏆 Un avion toutes les dix minutes durant la #coupedumonde2022 au Qatar. 

La polémique continue, avec l'annonce de la mise en place de #navettes aériennes pour loger les supporters dans les pays voisins : https://t.co/NhWnkJUKVq",2022-09-29 21:30:00
Negative,0.907,1575591244780150799,0.90653855,0.06215295,0.03130855,"🇫🇷​ ""Porno : l'enfer du décor""  publie mercredi le #Sénat. 

Quatre sénatrices dénoncent dans un rapport parlementaire les dérives de l' #industrie du X : https://t.co/NuSILOnQt2",2022-09-29 21:00:00
Negative,0.391,1575582588311203841,0.39120582,0.38880768,0.2199865,"📸🐻‍❄️ Des photos de l’@AFP démontrent les effets de la fonte des glaces pour les ours polaires.

#GlobalWarming #Ecologie #Environnement https://t.co/cdNb0KrChu",2022-09-29 20:25:36
Negative,0.765,1575560355459305472,0.76507574,0.18859999,0.046324186,"🇫🇷⚽️ INSOLITE | La chute de Julien #Odoul, lors du match de #foot des parlementaires, a pu être filmée par les caméras de #Quotidien. 

(Quotidien) #PasDeChance
https://t.co/NnQs1xhRCC",2022-09-29 18:57:15
Negative,0.903,1575539573840613391,0.9032256,0.08042357,0.016350813,"🇺🇸 FLASH | Voici les images des dégâts causés par l’ouragan #Ian en Floride.

(Police Locale) #ÉtatsUnis

 https://t.co/WjKPcNXzOT",2022-09-29 17:34:41
Positive,0.395,1575510732740993024,0.26327568,0.34129006,0.39543432,"🇺🇸 FLASH | Elon #Musk a déclaré que le #Cybertruck sera assez étanche pour servir brièvement de bateau.
👉 Il pourra traverser des rivières, des lacs et même des mers pas trop agitées.  

(@elonmusk) #Tesla https://t.co/GieRx8uIFu",2022-09-29 15:40:04
Neutral,0.66,1575492859200909312,0.017303746,0.66002953,0.32266667,"🇫🇷🎮 INSOLITE | La chanteuse Aya #Nakamura apparaîtra dans #Fortnite, du 6 au 9 octobre prochain, pour offrir un #concert. 

(LeParisien) #Culture #EpicGames https://t.co/D0bv4rIQSr",2022-09-29 14:29:03
Negative,0.931,1575471455126667266,0.9311889,0.04363992,0.025171112,"🇫🇷 FLASH | À #Villejuif, un jeune de 14 ans a obligé son père à se défenestrer du 4ème étage. Il menaçait de tuer sa mère à la machette si son père ne sautait pas par la fenêtre.

(Le Parisien) #FaitsDivers",2022-09-29 13:04:00
Negative,0.899,1575467552997769216,0.8991208,0.08284391,0.01803525,"🇺🇸 FLASH | La police de l'#Arizona a abattu un suspect après qu'il a pointé une arme a feu sur la tête du #chien des policiers. 

(NYPost) #ÉtatsUnis https://t.co/ZsbQX22Ii7",2022-09-29 12:48:30
Positive,0.54,1575415515073355779,0.14299884,0.3166955,0.5403057,"RT @CerfiaFoot: 🙋‍♂️ Coucou les cracks ! 
 Vous percez chez Twitter 👀

@ActuFoot_ @_BeFootball @lnstantFoot @Footballogue https://t.co/6aLq…",2022-09-29 09:21:43
Positive,0.839,1575414370426929154,0.009059024,0.15199512,0.83894587,RT @CerfiaFoot: ⚽️ Nous sommes présents à la conférence de @TwitterFrance en compagnie de superbes intervenants tels que @Vanessalemoigne !…,2022-09-29 09:17:10
Positive,0.587,1575409798123855875,0.031170486,0.3821312,0.58669835,"🇫🇷 FLASH | Les clients de #TotalEnergies qui réduiront leur consommation d'électricité cet hiver toucheront une prime de 30 à 120 euros.

(FranceInfo) #SobriétéÉnergétique",2022-09-29 08:59:00
Negative,0.948,1575406023246024704,0.947671,0.031496882,0.020832032,"🇫🇷 FLASH | Accusé d'avoir frappé et mis au sol son ex-compagne, #Kaaris a été libéré de garde à vue. Le rappeur a également porté plainte pour ""dénonciation calomnieuse"".

(Le Parisien) #ViolencesConjugales",2022-09-29 08:44:00
Negative,0.891,1575404993259118593,0.8914028,0.08504449,0.023552619,"RT @CerfiaFoot: 🚨 Frank McCourt a démissionné de son poste de président de conseil de surveillance de l’OM ! 

Cette décision va générer un…",2022-09-29 08:39:54
Negative,0.829,1575402248217272321,0.8287215,0.1306217,0.040656827,"🇺🇸🌪 FLASH | Un météorologue #américain s'est presque fait emporter alors qu’il faisait un reportage sur l’ouragan #Ian. 

(BNO) #IanHurricane 

 https://t.co/doFAC1xYaD",2022-09-29 08:29:00
Negative,0.73,1575398473477898243,0.730269,0.18379125,0.0859398,"🇫🇷 FLASH | Emmanuel #Macron a déclaré qu'il dissoudrait ""tout de suite"" l'#AssembléeNationale en cas de motion de censure des oppositions.

(BFMTV) #Article49",2022-09-29 08:14:00
Negative,0.679,1575394091604578304,0.6790179,0.27648905,0.044492934,"🇸🇪🇩🇰 FLASH | Une quatrième fuite de gaz a été identifiée en mer #Baltique, sur les #gazoducs Nord Stream.               

(Le Parisien) #Monde https://t.co/be6TuH2s5h",2022-09-29 07:56:35
Negative,0.557,1575355714876444672,0.55734813,0.40410146,0.038550355,"🇺🇸 FLASH | Le rappeur américain #Coolio, connu pour son tube #GangstasParadise, est décédé à 59 ans.                                    

(Le Parisien) #RAP https://t.co/I7ObtZj0u4",2022-09-29 05:24:05
Negative,0.595,1575245595862003712,0.5945369,0.35820815,0.047255013,"RT @CerfiaFoot: 🚨 THREAD : Récapitulatif des accusations de Romain Molina. 

#TheBigSpace",2022-09-28 22:06:31
Negative,0.922,1575242445369008129,0.92161244,0.058237933,0.020149646,"🇫🇷 FLASH | À #VitrysurOrne en #Moselle, une collégienne de 14 ans a échappé à une tentative d’#enlèvement. Un homme de 22 ans a été arrêté et encourt jusqu’à 30 ans de réclusion.

(Le Parisien) #Justice",2022-09-28 21:54:00
Negative,0.876,1575238670784909313,0.8756826,0.09584535,0.028472267,"🇺🇸FLASH I Joe #Biden a appelé une parlementaire à s'identifier dans une foule, oubliant qu'elle était morte dans un accident de voiture en août et qu’il avait adressé ses condoléances à sa famille.

(@charliespiering) #ÉtatsUnis 

 https://t.co/W7k4wOIurh",2022-09-28 21:39:00
Neutral,0.49,1575234895625920513,0.12716605,0.49049795,0.3823359,"🇫🇷 FLASH | En #France en 2021, 2.8 millions de personnes étaient millionnaires, soit le 5e pays avec le plus de millionnaires dans le monde.
 
(Datagora / TF1) #Pouvoirdachat",2022-09-28 21:24:00
Negative,0.948,1575230994323472470,0.94808906,0.036771566,0.015139447,"🇺🇸 FLASH | L'ouragan #Ian, considéré comme « extrêmement dangereux », a privé d’électricité un million de foyers en #Floride. L’#ouragan a aussi provoqué des inondations catastrophiques selon le Centre national des ouragans américain.

(BFMTV) #Catastrophe
https://t.co/7nYjlHx5lk",2022-09-28 21:08:30
Negative,0.912,1575202431666790402,0.9122968,0.07270185,0.015001344,"🇫🇷⚽️ INSOLITE | Le député #RN Julien #Odoul s’est blessé au genou, en tombant tout seul, lors du match de #foot parlementaire. 
Il se serait fait une « rupture du ligament rotulien ». 

(@PaulLarrouturou) #PasDeChance
 https://t.co/VqlQDsYvjn",2022-09-28 19:15:00
Negative,0.945,1575198640100052992,0.9452202,0.035508435,0.019271275,"🇫🇷 FLASH I Les députés #LFI, #PS et certains du groupe Renaissance ont boycotté le match de foot caritatif entre parlementaires car ils refusaient de jouer avec les députés #RN. 
Marine #LePen dénonce un « concours de ridicule ». 

(LeParision) #Politique
 https://t.co/F8Le2SyvAx",2022-09-28 18:59:56
Negative,0.663,1575178304889524229,0.6633797,0.17068309,0.1659372,"🇫🇷 FLASH I Interrogé sur la #sobriétéÉnergétique, Gilles #LeGendre, député #LREM, confie avoir délaissé son sèche-linge au profit d’un étendoir. 
Il assure que cette transition n’« est pas très compliqué à faire ».

(FranceInfo) #CriseÉnergétique 
 https://t.co/8rBkfgAND0",2022-09-28 17:39:07
Negative,0.943,1575154205513457666,0.94268787,0.03873828,0.018573869,"🇫🇷 FLASH | Le tribunal de commerce de #Lille a placée l’enseigne de prêt-à-porter #Camaieu en liquidation judiciaire. 
Cette décision entraîne la fermeture des 514 magasins en #France et la suppression de 2600 emplois. 

(LePoint) #Justice #Drame",2022-09-28 16:03:22
Neutral,0.53,1575099827163041793,0.1783132,0.53012776,0.2915591,"🇫🇷 FLASH I Plusieurs membres du #gouvernement, comme Élisabeth #Borne et Bruno #LeMaire, se sont mis aux vêtements d’hiver afin d’appeler les français à l’économie d’énergie. 

(BFMTV) #CriseEnergetique https://t.co/zjR9JXv5kr",2022-09-28 12:27:17
Negative,0.915,1575093561711796226,0.9147075,0.06525806,0.020034313,"🇫🇷 DRAME | Hier soir, à #Évry, une femme a été tuée par de multiples coups de couteau sous les yeux de sa fille. 
Son compagnon a pris la fuite. 

👉 L’homme, a été placé en garde à vue et conduit à l'hôpital, ayant été retrouvé, ce matin, « dans un lac ». 

(Actu17) #Féminicide",2022-09-28 12:02:23
Neutral,0.798,1575077480393752581,0.04443374,0.79843146,0.15713477,"🇫🇷 🇯🇵 MANGA | Hajime #Isayama (Attaque des Titans) sera présent en #France en 2023 au festival d’#Angoulême.

(@pikaedition) #Snk #Charente https://t.co/5UHUT6IfYN",2022-09-28 10:58:29
Negative,0.941,1575064548293451778,0.9405957,0.04020966,0.019194571,"🇫🇷☀️ FLASH I Il y a trois fois plus de #cancers de la peau en #Bretagne que dans le reste de la #France. 
La raison ? Les nuages. 
En effet, la mauvaise météo incite les habitants de la région à ne pas suffisamment se protéger des rayons UV.  

(BFMTV) #ProtégezVous",2022-09-28 10:07:06
Negative,0.862,1575035234319536128,0.8624036,0.11243837,0.025158074,"🇫🇷 FLASH | Accusé de violences par son ex-compagne, le rappeur #Kaaris serait en garde à vue.

(AFP) #enquete https://t.co/oZN50KibAD",2022-09-28 08:10:37
Negative,0.916,1575032569233637377,0.91644424,0.06283513,0.020720668,"🇶🇦FLASH | Le #Qatar, qui ne pourra pas accueillir tous les supporters pour le #Mondial, faute de logements suffisants, va mettre en place des #avions pour effectuer des navettes pour les résidents des pays voisins.

👉 Au moins 160 vols sont attendus par jour.

(L’équipe)#CDM2022",2022-09-28 08:00:01
Positive,0.639,1574992662255603712,0.10936064,0.25166425,0.63897514,"🇫🇷 FLASH | Les #syndicats d’enseignants appellent à une journée de #grève jeudi afin de réclamer une augmentation générale des salaires et 300€ net pour tous immédiatement.    

(Le Parisien) #Greve29Septembre",2022-09-28 05:21:27
Negative,0.924,1574856025026355205,0.924104,0.058969226,0.016926546,"🇷🇺 VIDÉO CHOC | Un homme se fait casser la #jambe par son ami pour ne pas aller à la #guerre.

(réseaux sociaux) #Russia
https://t.co/P119tfm5vk",2022-09-27 20:18:30
Positive,0.812,1574842224554217495,0.041684292,0.1461107,0.8122051,"🛰 La réalité dépasse la fiction : la #NASA a ouvert la voie à la possibilité de sauver, un jour, l’humanité de l’extinction.

https://t.co/fubMmiR1n2",2022-09-27 19:23:40
Neutral,0.565,1574791517230735364,0.15249081,0.56535536,0.28215382,RT @CerfiaFoot: 🇦🇷✍️ Francisco Ranieri a demandé à Leo Messi en selection argentine de lui faire un autographe sur le bras...avant de se le…,2022-09-27 16:02:10
Negative,0.92,1574791335797743617,0.91998047,0.05590618,0.024113331,"🇫🇷 FLASH I Interrogé sur la démission de J.#Bayou, François #Bayrou trouve d’« inquiétant » le fait d’« aller sur un plateau pour mettre en accusation quelqu’un de son propre parti alors qu’on n’a aucune preuve ».

(Déclaration)#ViolenceFaitesAuxFemmes https://t.co/UzZGiZIrME",2022-09-27 16:01:27
Negative,0.894,1574777298988965888,0.8941941,0.07413493,0.031670935,"🇫🇷 👩‍⚖️ FLASH | Christian #Quesada, l'ex-star du jeu télévisé ""Les 12 coups de midi"" est re-incarcéré en #prison à #Perpignan pour ne pas avoir respecté ses obligations liées à sa #liberté conditionnelle. 

(L’indépendant) #Pédophilie https://t.co/UxU9YX6n2l",2022-09-27 15:05:40
Negative,0.862,1574767678174150656,0.8619967,0.104055546,0.03394764,"🇪🇸 FLASH | La chanteuse #Shakira va être jugée pour fraude fiscale par un tribunal espagnol. Fin juillet le parquet a indiqué qu'il demanderait une peine de plus de 8 ans de #prison. 

(Le Parisien) #Justice",2022-09-27 14:27:26
Negative,0.467,1574740486195134464,0.4672649,0.29744294,0.23529221,"🇫🇷 FLASH | Pour faire face à la crise de l’#énergie, Bruno #LeMaire assure qu’il ne portera plus de « cravates » mais des « cols roulés » afin de faire des « économies ».

(Déclaration) #CriseÉnergétique https://t.co/XhJp7UTpz3",2022-09-27 12:39:23
Positive,0.54,1574683994788085762,0.029744415,0.43058372,0.53967196,"RT @CerfiaFR: 🇨🇳🛍 Le géant chinois #SHEIN est pointé du doigt sur internet, et notamment le réseau #Tiktok 

👉🏼 Le hashtag #sheinhelpme est…",2022-09-27 08:54:55
Negative,0.869,1574674378251444224,0.86915535,0.09582784,0.035016667,"🇫🇷🔥 FLASH I Un #incendie s’est déclaré, hier, à bord du sous-marin #nucléaire d’attaque Perle.
Le feu a pu être circonscrit et aucun risque radioactif n’est à craindre. 

(LeParisien) #Toulon https://t.co/IEzhAOZGAc",2022-09-27 08:16:42
Neutral,0.659,1574517379018756096,0.06435007,0.65939087,0.27625915,"🇬🇧👑 FLASH | Le nouveau monogramme du roi #CharlesIII a été dévoilé.

(Buckingham Palace) #RoyaumeUni https://t.co/fGUZb9eE1d",2022-09-26 21:52:50
Negative,0.801,1574487553037803520,0.80059147,0.17506042,0.024348168,"🇪🇺 🇺🇸 💶 #ÉCONOMIE | L'#Euro continue de chuter face au #Dollar.

(CF) #Chute https://t.co/Jfy6ZxAUpC",2022-09-26 19:54:19
Neutral,0.599,1574483141842157589,0.019180516,0.5990011,0.3818184,"🇺🇸🏈  #Rihanna fera son retour sur la scène musicale en 2023 : un nouvel #album en perspective ?

https://t.co/RLc9bvUVfS",2022-09-26 19:36:48
Negative,0.919,1574463593088782358,0.9188693,0.06290241,0.018228356,"🇫🇷 FLASH | Hier à #Lacoste dans le #Vaucluse, un #chasseur a été tué d’une balle au cours d’une battue aux sangliers.

(Le Parisien) #FaitsDivers",2022-09-26 18:19:07
Negative,0.887,1574456719010402305,0.88741034,0.093173094,0.01941651,"🇫🇷 FLASH | Un adolescent de 14 ans a trouvé la mort hier au #Havre dans un accident de voiture. Le véhicule appartenait à la mère du conducteur sans permis âgé de 16 ans. 

(Le Parisien) #FaitsDivers",2022-09-26 17:51:48
Negative,0.936,1574446784520364032,0.9361316,0.045383763,0.01848463,"🇫🇷 FLASH I L’hôpital de #CorbeilEssonnes voit ses données concernant ses patients, son personnel et ses partenaires diffusées par des #hackers. 
La date de l’ultimatum ayant été dépassée, les hackers ont mis leurs menaces à exécution, un mois après l’attaque.

(HuffPost) #France",2022-09-26 17:12:19
Negative,0.499,1574428781233709057,0.49923056,0.3036454,0.19712403,"🇷🇺 FLASH | Vladimir #Poutine a accordé la citoyenneté #Russe au lanceur d'alerte Edward #Snowden.

(Disclose) #Whistleblower",2022-09-26 16:00:47
Positive,0.715,1574426245693153282,0.11593052,0.16878916,0.71528035,"RT @CerfiaFoot: L’Allemagne et l’Angleterre s’affrontent en Ligue des Nations ce soir dans ce qui s’apparente à un choc ! 💥

👉 Match à suiv…",2022-09-26 15:50:43
Negative,0.937,1574419256929812483,0.9366128,0.042416766,0.020970397,"🇫🇷 FLASH | Après avoir été accusé de violences sur son ex-compagne, le député et président du groupe #EELV Julien #Bayou annonce qu'il démissionne de ses fonctions de secrétaire national du parti écologiste.

(FranceInfo) #ViolencesFaitesAuxFemmes",2022-09-26 15:22:56
Negative,0.825,1574417893365792768,0.824741,0.12504275,0.050216135,"🇫🇷 Gabriel #Attal a annoncé le durcissement des conditions de remboursement par la Sécurité sociale des arrêts de travail délivrés en visio :

https://t.co/en2d46BJ42",2022-09-26 15:17:31
Neutral,0.504,1574393134028570625,0.03658072,0.50438106,0.45903814,"RT @CerfiaInside: 🟠 Vous êtes une association à but non lucratif et vous recherchez de la visibilité ? 

N’hésitez pas a nous contacter en…",2022-09-26 13:39:08
Negative,0.622,1574360635415986178,0.6222233,0.25692055,0.120856084,"🇮🇹 #Élections en Italie : la coalition des droites fait une percée historique. 

Hier, les Italiens étaient appelés aux urnes. C'est la coalition dirigée par #Fratelli d'Italia qui l'a emporté en raflant 44% des suffrages : https://t.co/3KGzHV6nyX",2022-09-26 11:30:00
Neutral,0.732,1574337993007054848,0.01273815,0.7318155,0.2554463,"🇬🇧 SERIE | La saison 5 de la série #TheCrown sortira le 9 novembre prochain sur #Netflix. 

(@TheCrownNetflix) #Culture https://t.co/c46p5Eilul",2022-09-26 10:00:01
Negative,0.933,1574326661280956416,0.9334619,0.04851022,0.01802777,"🇷🇺 FLASH | Une #fusillade a éclaté dans une école en #Russie, 6 morts et 20 blessés sont à déplorer, des #enfants figurent parmi les victimes.
Le suspect s’est suicidé, selon les autorités russes.

(20Minutes) #Drame
 https://t.co/7dFHHAL5qw",2022-09-26 09:15:00
Neutral,0.411,1574316116549287939,0.3314575,0.41137066,0.2571718,"🇫🇷 FLASH | Pour faire face à la crise de l’#énergie, Elizabeth #Borne insiste «  La règle c’est de se chauffer à 19°C ». 

(Déclaration) #CriseÉnergétique 

 https://t.co/ICyFLDjHWg",2022-09-26 08:33:06
Positive,0.471,1574143583237578755,0.06869327,0.4605115,0.47079533,"🇮🇹 FLASH I Selon les premiers résultats, Giorgia #Meloni, présidente du parti d’extrême droite « Frères d’Italie », vient d’être élue à la tête du gouvernement italien. 

(CF) #Italie https://t.co/rXCu6mDklq",2022-09-25 21:07:31
Negative,0.392,1574139936227446792,0.3920784,0.3720593,0.2358624,"🇺🇸 🇷🇺 FLASH | Les #EtatsUnis assurent qu’ils réagiront « de manière décisive » si la #Russie utilise une bombe #nucléaire tactique en Ukraine.

(20Minutes) #UkraineWar 🇺🇦 https://t.co/vYiK71HAtg",2022-09-25 20:53:01
Neutral,0.798,1574121058113830915,0.018983861,0.7983699,0.18264627,"🇺🇸🏈 FLASH | #Rihanna revient pour assurer le show de la mi-temps du #SuperBowl, qui se déroulera le 12 février 2023.

(Officiel) #SuperBowlLVII https://t.co/G81lecziEW",2022-09-25 19:38:00
Neutral,0.552,1574093526995959815,0.028357983,0.5520624,0.41957965,"RT @CerfiaFoot: ⚔️ Zlatan fera son apparition dans le prochain film Astérix et Obélix : L’empire du Milieu ! 

Ibra en tant qu’acteur ça vo…",2022-09-25 17:48:36
Negative,0.688,1574088065303416832,0.6875503,0.14907645,0.16337319,"🇫🇷🩺 FLASH | Le #gouvernement souhaite mettre fin au remboursement des arrêts de travail délivrés en visio par un #médecin non traitant. Cela vise ""certains [qui] enchaînent les rdv jusqu’à trouver celui qui voudra délivrer un #arrêtmaladie"", selon Gabriel Attal.

(O-F) #Santé",2022-09-25 17:26:54
Negative,0.847,1574043545475829760,0.8466331,0.10913817,0.04422876,"🇫🇷🇲🇱 FLASH | Abdoulaye #Maïga, Premier ministre par intérim du #Mali, a qualifié le gouvernement français de « #junte ».
Il dit détenir des preuves affirmant que la France a fourni des armes et des renseignements des groupes terroristes.

(Déclaration)#ONU https://t.co/TP3CZvdlqg",2022-09-25 14:30:00
Negative,0.93,1574027702956445698,0.9303181,0.04949577,0.020186093,"🇫🇷🔪 FLASH | Un homme de 33 ans a été arrêté après avoir #agressé sa femme au #couteau, devant son fils. Il aurait notamment coupé son tendon d'Achille avant de mettre du sel sur la plaie.

👉 Il se serait également blessé lui-même. 

(Le Figaro) #ChampignySurMarne",2022-09-25 13:27:03
Negative,0.84,1574005803463233539,0.8400303,0.13633718,0.023632534,"🇫🇷🔥FLASH | Un important #incendie est en cours dans un bâtiment du marché de #Rungis. 

(Vidéo) #incendie 
 https://t.co/8TYur5rGLw",2022-09-25 12:00:01
Negative,0.938,1573990697186643969,0.9384411,0.046640005,0.014918966,"🇫🇷 DRAME | Une femme a été violé, hier matin à #Nantes, par 3 individus fortement alcoolisés.
Lors de leur arrestation, un policier a été blessé au visage.

👉 Selon #FranceBleu, les 3 hommes sont #soudanais et vivent en situation irrégulière en France.

(Actu17) #Horrible",2022-09-25 11:00:00
Negative,0.92,1573975601534234624,0.920243,0.054269273,0.025487868,"🇫🇷 FLASH | Un #homme de 59ans, accusé d’avoir tué et découpé son père il y a plus de 20ans, vient d’être #acquitté.

👉La justice a estimé que l’affaire reposait uniquement sur le #témoignage « imprécis », et donc insuffisant, de la mère de l’accusé.

(Actu17) #Justice",2022-09-25 10:00:01
Negative,0.917,1573960501234647040,0.91720337,0.0668872,0.0159093,"🇫🇷 DRAME | Le rappeur #Sasso est impliqué dans un violent accident à #Lyon. 
Sa voiture a percuté un #cycliste puis les passagers ont pris la fuite. 

(Vidéo) #Chauffard 
https://t.co/da1L8kbcip",2022-09-25 09:00:00
Negative,0.843,1573945407419424769,0.8431973,0.099561796,0.05724078,"🇫🇷 FLASH | Cet #hiver, #FranceTélé va afficher des pictogrammes de couleur sur nos écrans afin de voir en temps réel le niveau d’#électricité disponible dans le pays :

🟩 : Normal. 
🟧 : C’est tendu. 
🟥 : Attention ça risque de couper. 

(LeParisien) #Énergie",2022-09-25 08:00:02
Positive,0.536,1573740509935329283,0.06411286,0.39948615,0.5364009,"🇯🇵 FLASH | Développée par une start-up #japonaise, la première « moto volante » a été présentée au grand public. 
Capable de voler pendant 40minutes et atteindre les 100km, pour un prix avoisinant les 800.000 #euros. 

(LesÉchos) #XTurismo
 https://t.co/abwZIfO01r",2022-09-24 18:25:50
Negative,0.525,1573715948456099840,0.5251434,0.24234055,0.23251605,"🇨🇳 FLASH | La #Chine appelle la #Russie et l’#Ukraine à ne pas laisser le conflit « déborder ». 

(BFMTV) #UkraineRussianWar",2022-09-24 16:48:14
Negative,0.906,1573657164299771905,0.90636605,0.05548283,0.03815114,"🇺🇸 INSOLITE | #50Cent a attaqué en justice une chirurgienne #esthétique dont la pub sous-entendait qu’elle a agrandi son pénis.

👉Le #rappeur nie avoir subi l’intervention, ses avocats dénoncent un mythe et demandent des « millions de dollars » de dommages.

(20Minutes) #USA https://t.co/fSmgawGRkf",2022-09-24 12:54:39
Neutral,0.452,1573639634457878530,0.1315924,0.45223063,0.41617692,"🇫🇷🚬 FLASH | Le prix des #cigarettes pourrait augmenter de 5 à 6 % en 2023. 
Les #fumeurs devront débourser environ 70 centimes de plus pour un paquet de cigarettes, soit plus ou moins 11 #euros au total. 

(20 minutes) #Inflation https://t.co/CUk8nwVT7Z",2022-09-24 11:45:00
Negative,0.812,1573635859806576647,0.81239086,0.12560777,0.06200129,"🇫🇷 ⚽ L' #Affairepogba  continue avec de nouvelles accusations.  

Ce vendredi, actuellement en détention, #mathiaspogba a publié de nouvelles informations compromettantes sur son frère : 
https://t.co/uI6iqiIlzB",2022-09-24 11:30:00
Negative,0.808,1573606357617545217,0.8084544,0.158324,0.033221558,"🇫🇷 FLASH | Cette nuit un avion de fret en phase d’atterrissage à l’aéroport de #Montpellier est sorti de la piste. Pas de blessé.                    

(Le Parisien) #Faitsdivers https://t.co/I5iSdM7YUY",2022-09-24 09:32:46
Negative,0.938,1573584269716381697,0.9379994,0.0399718,0.02202871,"🇫🇷 FLASH | En #Gironde, Claude Alonso, alias le #gourou «Zeus» a été condamné à 18 ans de prison pour viols et abus de faiblesse. L’octogénaire avait endoctriné et abusé de femmes qui vivaient recluses dans sa #secte.

(Le Parisien) #Justice https://t.co/4TINCQU8Lr",2022-09-24 08:05:00
Negative,0.894,1573580042285858818,0.89429533,0.08747456,0.018230189,"🇫🇷 FLASH | À #Paris, un réseau de vente de #cigarettes à la sauvette a été démantelé et 3850 cartouches d’une valeur d’environ 240.000€ ont été saisies.
                                   
(Le Parisien) #FaitsDivers https://t.co/G50W0YKgfl",2022-09-24 07:48:12
Neutral,0.529,1573575463976304641,0.19748828,0.52923906,0.27327275,"🇨🇭FLASH | La carrière de Roger #Federer a officiellement pris fin samedi à 0h25 heure de #Londres, sur une défaite. Le Bâlois et son partenaire Rafael #Nadal se sont inclinés 4-6 7-6 (7/2) 11/9 devant les Américains Jack #Sock et Frances #Tiafoe.                

(RTS) #Tennis🎾 https://t.co/YzUnvxLjHj",2022-09-24 07:30:00
Negative,0.581,1573570231515193347,0.58143777,0.38938928,0.02917285,"🇬🇧 FLASH | La #DragQueen #CherryValentine, participante de la version britannique de #DragRaceUK est décédée à 28 ans.

(Le Parisien) #FaitsDivers https://t.co/EQPGNrmvTe",2022-09-24 07:09:13
Negative,0.844,1573405510820413456,0.84398973,0.12175805,0.034252252,"🇫🇷 FLASH | Un #adolescent a été lynché à la sortie du #lycée à Jouy-le-Moutier.

Quatre #suspects de 14 et 15 ans ont été identifiés et ont été placés en garde à vue.

(Le Parisien) #France
https://t.co/gjlWPIxWug",2022-09-23 20:14:40
